id,ts,ruuvi,aplicom,companyid,address,rssi,advdata,lat,lon,geom,temperature,accx,accy,accz,battvoltage,txpower,movcounter,measseqnum,calibrated_accx,calibrated_accy,calibrated_accz
18615183,2025-11-10 01:50:40.22+02,"",Aplicom A11 001,"",80E4DA7EC61B,-60,"",60.493152,22.288016,0101000020E610000088B9A46ABB4936407FFACF9A1F3F4E40,,,,,,,,,,,
18615186,2025-11-10 01:50:42.122+02,"",Aplicom A11 001,"",80E4DA7EC61B,-63,"",60.493151,22.288017,0101000020E610000029B16B7BBB493640AE7E6C921F3F4E40,,,,,,,,,,,
18615187,2025-11-10 01:50:44.1+02,"",Aplicom A11 001,"",80E4DA7EC61B,-76,"",60.49315,22.288017,0101000020E610000029B16B7BBB493640DE02098A1F3F4E40,,,,,,,,,,,
18615189,2025-11-10 01:50:45.963+02,"",Aplicom A11 001,"",80E4DA7EC61B,-55,"",60.493148,22.288014,0101000020E610000047CA1649BB4936403D0B42791F3F4E40,,,,,,,,,,,
18615192,2025-11-10 01:50:48.722+02,"",Aplicom A11 001,"",80E4DA7EC61B,-54,"",60.493146,22.288012,0101000020E610000005DB8827BB4936409D137B681F3F4E40,,,,,,,,,,,
18615194,2025-11-10 01:50:50.589+02,"",Aplicom A11 001,"",80E4DA7EC61B,-73,"",60.493145,22.288011,0101000020E610000065E3C116BB493640CC9717601F3F4E40,,,,,,,,,,,
18615198,2025-11-10 01:50:52.461+02,"",Aplicom A11 001,"",80E4DA7EC61B,-61,"",60.493144,22.288011,0101000020E610000065E3C116BB493640FC1BB4571F3F4E40,,,,,,,,,,,
18615200,2025-11-10 01:50:54.336+02,"",Aplicom A11 001,"",80E4DA7EC61B,-64,020106,60.493144,22.288011,0101000020E610000065E3C116BB493640FC1BB4571F3F4E40,,,,,,,,,,,
18615201,2025-11-10 01:50:57.139+02,"",Aplicom A11 001,"",80E4DA7EC61B,-64,"",60.493143,22.288011,0101000020E610000065E3C116BB4936402CA0504F1F3F4E40,,,,,,,,,,,
18615203,2025-11-10 01:50:58.983+02,"",Aplicom A11 001,"",80E4DA7EC61B,-69,"",60.493141,22.288015,0101000020E6100000E8C1DD59BB4936408BA8893E1F3F4E40,,,,,,,,,,,
18615206,2025-11-10 01:51:00.824+02,"",Aplicom A11 001,"",80E4DA7EC61B,-55,"",60.493133,22.288039,0101000020E6100000F9F884ECBC49364008CA6DFB1E3F4E40,,,,,,,,,,,
18620828,2025-11-10 04:06:25.747+02,"",Aplicom A11 001,"",80E4DA7EC61B,-55,"",60.383189,23.100664,0101000020E610000071E2AB1DC5193740EE974F560C314E40,,,,,,,,,,,
18620829,2025-11-10 04:06:27.283+02,"",Aplicom A11 001,"",80E4DA7EC61B,-63,"",60.383058,23.100793,0101000020E61000006DAAEE91CD1937404F3C670B08314E40,,,,,,,,,,,
18620830,2025-11-10 04:06:28.803+02,"",Aplicom A11 001,"",80E4DA7EC61B,-63,"",60.382921,23.100934,0101000020E6100000F10D85CFD6193740CFF9298E03314E40,,,,,,,,,,,
18620831,2025-11-10 04:06:30.328+02,"",Aplicom A11 001,"",80E4DA7EC61B,-62,"",60.38278,23.101075,0101000020E610000076711B0DE01937400CC85EEFFE304E40,,,,,,,,,,,
18620832,2025-11-10 04:06:32.815+02,"",Aplicom A11 001,"",80E4DA7EC61B,-73,"",60.382527,23.101324,0101000020E6100000C74CA25EF0193740236B0DA5F6304E40,,,,,,,,,,,
18620834,2025-11-10 04:06:34.359+02,"",Aplicom A11 001,"",80E4DA7EC61B,-63,"",60.382367,23.101483,0101000020E6100000981936CAFA193740EA08E066F1304E40,,,,,,,,,,,
18620835,2025-11-10 04:06:35.891+02,"",Aplicom A11 001,"",80E4DA7EC61B,-61,"",60.382151,23.101694,0101000020E61000000D33349E081A37401D91EF52EA304E40,,,,,,,,,,,
18620836,2025-11-10 04:06:37.434+02,"",Aplicom A11 001,"",80E4DA7EC61B,-64,"",60.382041,23.101802,0101000020E6100000DAAA24B20F1A3740965D30B8E6304E40,,,,,,,,,,,
18620837,2025-11-10 04:06:39.716+02,"",Aplicom A11 001,"",80E4DA7EC61B,-60,"",60.381873,23.101968,0101000020E6100000103D29931A1A3740DA1CE736E1304E40,,,,,,,,,,,
18620838,2025-11-10 04:06:41.885+02,"",Aplicom A11 001,"",80E4DA7EC61B,-57,"",60.381473,23.102371,0101000020E61000000F0F61FC341A37404CA7751BD4304E40,,,,,,,,,,,
18620840,2025-11-10 04:06:43.417+02,"",Aplicom A11 001,"",80E4DA7EC61B,-59,"",60.381355,23.102489,0101000020E6100000223317B83C1A374042959A3DD0304E40,,,,,,,,,,,
18620841,2025-11-10 04:06:44.953+02,"",Aplicom A11 001,"",80E4DA7EC61B,-63,"",60.38112,23.102729,0101000020E6100000CD599F724C1A3740FFEC478AC8304E40,,,,,,,,,,,
18620842,2025-11-10 04:06:46.472+02,"",Aplicom A11 001,"",80E4DA7EC61B,-57,"",60.380941,23.102911,0101000020E61000000E661360581A37404F5AB8ACC2304E40,,,,,,,,,,,
18620844,2025-11-10 04:06:48.731+02,"",Aplicom A11 001,"",80E4DA7EC61B,-66,"",60.3807,23.103155,0101000020E61000003C6BB75D681A374029CB10C7BA304E40,,,,,,,,,,,
