id,ts,ruuvi,aplicom,companyid,address,rssi,advdata,lat,lon,geom,temperature,accx,accy,accz,battvoltage,txpower,movcounter,measseqnum,calibrated_accx,calibrated_accy,calibrated_accz
20043979,2026-01-09 00:06:10.854+02,"",Aplicom A11 001,0499,E78E9C0B06E0,-87,0201061bff990405f37affffffff02c4fd2000086136dedb1ae78e9c0b06e0,60.390492,23.57779,0101000020E6100000B2F4A10BEA933740C1AC50A4FB314E40,311.65,708,-736,8,2.377,4,222,56090,-29.688556027150472,42.07856064293896,-4.385111076576891
20043980,2026-01-09 00:06:57.334+02,"",Aplicom A11 001,0499,E78E9C0B06E0,-89,0201061bff990405f37affffffff02dcfcc0ffc45d362cdb2ce78e9c0b06e0,60.392027,23.559964,0101000020E6100000F6EFFACC598F37401213D4F02D324E40,311.65,732,-832,-60,2.345,4,44,56108,-94.04777456371546,-11.960919340425407,-90.13839435185582
20043981,2026-01-09 00:06:58.861+02,"",Aplicom A11 001,0499,E78E9C0B06E0,-89,0201061bff990405f378ffffffff02acfd08ffac5d3632db2de78e9c0b06e0,60.392055,23.559383,0101000020E610000039F06AB9338F3740DC9DB5DB2E324E40,311.64,684,-760,-84,2.345,4,50,56109,-116.63506084954523,-3.2621779920590264,-3.6621178524817424
20043982,2026-01-09 00:08:24.204+02,"",Aplicom A11 001,0499,E78E9C0B06E0,-88,0201061bff990405f37affffffff02b0fd8c00105f76d7db4ee78e9c0b06e0,60.391609,23.526509,0101000020E6100000B70C384BC9863740DEE8633E20324E40,311.65,688,-628,16,2.363,4,215,56142,-26.005580414825964,99.32824560706781,89.61972529978743
20044343,2026-01-09 00:09:21.9+02,"",Aplicom A11 001,0499,E78E9C0B06E0,-89,0201061bff990405f377ffffffff0260fcb0ffa45d9641db64e78e9c0b06e0,60.387343,23.505953,0101000020E61000002750C42286813740D2AA967494314E40,311.635,608,-848,-92,2.348,4,65,56164,-110.35813486665731,-118.5900754373422,-19.285058390536506
20044344,2026-01-09 00:10:15.915+02,"",Aplicom A11 001,0499,E78E9C0B06E0,-87,0201061bff990405f372ffffffff028cfd44003c613691db7ae78e9c0b06e0,60.381457,23.48886,0101000020E61000009352D0ED257D374046EA3D95D3304E40,311.61,652,-700,60,2.377,4,145,56186,26.188832734643896,30.84661300992208,57.96519587962405
20044345,2026-01-09 00:11:58.243+02,"",Aplicom A11 001,0499,E78E9C0B06E0,-85,0201061bff990405f372ffffffff02f8fd24ffc4605644dba1e78e9c0b06e0,60.381678,23.449412,0101000020E6100000116E32AA0C73374025CD1FD3DA304E40,311.61,760,-732,-60,2.37,4,68,56225,-103.39717377490436,74.62334897153237,-33.57203318841562
20044346,2026-01-09 00:12:22.527+02,"",Aplicom A11 001,0499,E198DBE2771E,-89,0201061bff990405f46affffffff0360fe9cffe04816dadad6e198dbe2771e,60.381801,23.439495,0101000020E61000006AC18BBE82703740414AECDADE304E40,312.85,864,-356,-32,2.176,4,218,56022,-29.04717883587212,14.766452057107653,119.48119894087893
20044347,2026-01-09 00:12:25.595+02,"",Aplicom A11 001,0499,E78E9C0B06E0,-87,0201061bff990405f373ffffffff0148fe94ffec605680dbace78e9c0b06e0,60.381767,23.438335,0101000020E610000031B1F9B83670374095D8B5BDDD304E40,311.615,328,-364,-20,2.37,4,128,56236,-35.85245935344376,1.3155766441919394,526.527674069253
20044348,2026-01-09 00:12:39.755+02,"",Aplicom A11 001,0499,E78E9C0B06E0,-87,0201061bff990405f373ffffffff0318fc44fedc60569adbb1e78e9c0b06e0,60.381473,23.432931,0101000020E6100000B16CE690D46E37404CA7751BD4304E40,311.615,792,-956,-292,2.37,4,154,56241,-323.4717764465211,-78.63454073812785,-215.51484975634617
